"sku","attribute_set","product_type","product_websites","name","description"
105988,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20308982 Raumtemperaturregler cremeweiß/elektroweiß","Raumtemperaturregler mit Öffner, Zentralstück, Wippschalter und LED Berker S.1 weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A induktive Last bei cos phi 0,6 max. 4 A Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4°C Neutralleiter erforderlich! Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105989,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20308989 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler mit Öffner, Zentralstück, Wippschalter und LED Berker S.1/B.3/B.7 polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A induktive Last bei cos phi 0,6 max. 4 A Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4°C Neutralleiter erforderlich! Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105990,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20309004 Raumtemperaturregler edelstahl 1Ö","Raumtemperaturregler mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys edelstahl, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A induktive Last bei cos phi 0,6 max. 4 A Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4°C Neutralleiter erforderlich! Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105991,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20309011 Raumtemperaturregler bronze 1Ö","Raumtemperaturregler mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys hellbronze, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A induktive Last bei cos phi 0,6 max. 4 A Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4°C Neutralleiter erforderlich! Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105992,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20310001 Raumtemperaturregler braun 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys braun, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105993,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20310002 Raumtemperaturregler cremeweiß/elektroweiß","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105994,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20310069 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105997,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20311404 Raumtemperaturregler aluminium 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker B.7 alu, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
105998,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20311606 Raumtemperaturregler anthrazit 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker B.3/B.7 anthrazit, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106000,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20311909 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker S.1/B.3/B.7 polarweiß, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106004,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20317104 Raumtemperaturregler edelstahl 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker K.5 edelstahl, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106005,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20317106 Raumtemperaturregler anthrazit 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker K.1 anthrazit, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106006,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20317109 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker K.1 polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106008,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20318982 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker S.1 weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106009,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20318989 Raumtemperaturregler weiß 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker S.1/B.3/B.7 polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106010,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20319004 Raumtemperaturregler edelstahl 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys edelstahl, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106011,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20319011 Raumtemperaturregler bronze 1Ö","Raumtemperaturregler 24 V mit Öffner, Zentralstück, Wippschalter und LED Berker Arsys hellbronze, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und Kontroll-LED für Ein - mit thermischer Rückführung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 5 - 30 °C, 50/60 Hz Nennspannung 24 V~ Schaltstrom 10 A~ Nennspannung 24 V= Schaltstrom 4 A= Schalttemperaturdifferenz ca. 0,5 °C Nachtabsenkung ca. 4 °C Wird die eingestellte Temperatur erreicht, öffnet der Kontakt."
106012,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20340001 Temperaturregler-Modul braun 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker Arsys braun, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106013,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20340002 Temperaturregler-Modul cremeweiß/elektroweiß","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker Arsys weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106014,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20340069 Temperaturregler-Modul polarweiß 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker Arsys polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106017,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20341404 Temperaturregler-Modul aluminium 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker B.7 alu, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106018,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20341606 Temperaturregler-Modul anthrazit 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker B.3/B.7 anthrazit, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106020,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20341909 Temperaturregler-Modul weiß 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker S.1/B.3/B.7 polarweiß, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106024,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20347104 Temperaturregler-Modul edelstahl 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker K.5 edelstahl, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106025,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20347106 Temperaturregler-Modul anthrazit 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker K.1 anthrazit, matt - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106026,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20347109 Temperaturregler-Modul polarweiß 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker K.1 polarweiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106028,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20348982 Temperaturregler-Modul cremeweiß/elektroweiß","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker S.1 weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106029,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20348989 Temperaturregler-Modul weiß 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker S.1/B.3/B.7 weiß, glänzend - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106030,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20349004 Temperaturregler-Modul edelstahl 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker Arsys edelstahl, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106031,"Steuern_Thermostate & -Zubehör","simple","base","Berker 20349011 Temperaturregler-Modul bronze 1S","Fußbodentemperaturregler mit Schließer, Zentralstück, Wippschalter, 2 LED und Fußbodentemperaturfühler Berker Arsys hellbronze, lackiert - mit Aufdruck - Regulierknopf mit Temperaturbereichsbegrenzung - mit Ein-/Ausschalter und 2 LED - mit LED für Heizen und LED für Nachtabsenkung - mit separatem Anschluss für Nachtabsenkung - z.B. für Stellantriebe stromlos geschlossen - ohne Spreizkrallen - mit Steckklemmen 10 - 50 °C, 50/60 Hz Nennspannung 250 V~ Schaltstrom 10 A Schalttemperaturdifferenz ca. 1 °C Nachtabsenkung ca. 5 °C Fühlerleitungslänge 4 m Neutralleiter erforderlich! Wird die eingestellte Temperatur unterschritten, schließt der Kontakt."
106032,"Wohnraumschalter_Installationsprogramme","simple","base","Berker 2040 Zeitschalter mech 2p/Aus 0-15min","Mechanische Zeitschaltuhr Modul-Einsätze Laufzeit max. 15 Minuten 16 AX, 250 V~ Ganggenauigkeit +/- 10 % - rückstellbar durch Rutschkupplung - mit Durchschleifklemme - ohne Spreizkrallen - mit Schraubklemmen - 2-polig Aus"
106033,"Wohnraumschalter_Installationsprogramme","simple","base","Berker 2041 Zeitschalter mech 2p/Aus 0-120min","Mechanische Zeitschaltuhr Modul-Einsätze Laufzeit max. 120 Minuten 16 AX, 250 V~ Ganggenauigkeit +/- 10 % - rückstellbar durch Rutschkupplung - mit Durchschleifklemme - ohne Spreizkrallen - mit Schraubklemmen - 2-polig Aus"
106053,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27210002 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker Arsys weiß, glänzend 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106054,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27210069 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker Arsys polarweiß, glänzend 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106055,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 272102 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Modul 2 weiß, glänzend - netzunabhängig - jeder Kanal kann beliebig vielen Funk-Empfängern zugeordnet werden - Tasten-Funktionen: 1 Kanal / 1 Lichtszene / Zentral-Aus über Dip-Schalter einstellbar - veränd"
106056,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 272109 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Modul 2 polarweiß, glänzend - netzunabhängig - jeder Kanal kann beliebig vielen Funk-Empfängern zugeordnet werden - Tasten-Funktionen: 1 Kanal / 1 Lichtszene / Zentral-Aus über Dip-Schalter einstellbar - v"
106057,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27211006 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker B.3/B.7 für anthrazith und alu 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106058,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27211009 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker S.1/B.3/B.7 für weiß und polarweiß 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106064,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27217009 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker K.1 für weiß und polarweiß 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106067,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27219011 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 1fach flach mit Beschriftungsfeld Berker Arsys hellbronze, lackiert 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 1 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
106069,"Wohnraumschalter_Bussysteme & -Komponenten","simple","base","Berker 27220069 Wandsender komplett Bussystem Funkbus","Funk-Wandsender 2fach flach mit Beschriftungsfeld Berker Arsys polarweiß, glänzend 3 V= Batterie-Lebensdauer ca. 3 Jahre Funk-Kanäle 2 Funk-Sendefrequenz 433,42 MHz Funk-Sendeleistung"
